Image Name,Main Color 1,Main Color 1 %,Main Color 2,Main Color 2 %,Main Color 3,Main Color 3 %,Unique Color Count,Average Color
925816942898440.jpg,"[31, 43, 88]",29.99,"[153, 154, 209]",20.64,"[77, 89, 158]",19.72,4923,"[122.13978888888889, 124.75614444444444, 161.74337777777777]"
933385845290626.jpg,"[18, 27, 74]",39.17,"[163, 149, 160]",8.14,"[118, 41, 54]",19.95,4100,"[82.21472222222222, 72.01101111111112, 106.00638888888889]"
941349978011669.jpg,"[46, 62, 95]",21.67,"[222, 226, 228]",33.83,"[11, 19, 44]",22.24,4412,"[116.82641111111111, 123.90804444444444, 140.4763888888889]"
954999573307387.jpg,"[40, 24, 50]",28.44,"[232, 28, 38]",41.5,"[168, 123, 123]",6.74,2877,"[145.4447111111111, 55.946044444444446, 80.69433333333333]"
958366476308747.jpg,"[119, 89, 114]",31.3,"[245, 246, 248]",8.36,"[17, 20, 49]",21.3,4918,"[93.41871111111111, 83.528, 111.38678888888889]"
980457687111175.jpg,"[155, 115, 109]",9.88,"[37, 54, 109]",39.52,"[220, 202, 198]",8.3,4025,"[68.64552222222223, 72.96824444444445, 95.88177777777778]"
982542930335863.jpg,"[4, 26, 69]",34.94,"[220, 202, 198]",8.35,"[245, 184, 17]",7.64,4025,"[68.64552222222223, 72.96824444444445, 95.88177777777778]"
960226512539237.jpg,"[39, 44, 97]",29.47,"[207, 27, 45]",5.06,"[234, 231, 233]",7.48,3211,"[69.81041111111111, 54.473077777777775, 78.98837777777777]"
989550619610775.jpg,"[46, 58, 102]",40.29,"[233, 215, 212]",10.86,"[45, 37, 43]",9.42,3819,"[90.38385555555556, 90.17283333333333, 120.89324444444445]"
995317735524759.jpg,"[212, 237, 246]",33.95,"[48, 58, 85]",18.36,"[106, 122, 146]",12.77,4505,"[112.764, 124.2577, 139.97756666666666]"
